"TemplateType=clothing"	"Version=2014.0409"
"SKU"	"Product Name"	"Product ID"	"Product ID Type"	"Brand Name"	"Product Description"	"Item Type Keyword"	"Style Number"	"Update Delete"	"Standard Price"	"Manufacturer's Suggested Retail Price"	"Currency"	"Product Tax Code"	"Fulfillment Latency"	"Launch Date"	"Offering Release Date"	"Restock Date"	"Quantity"	"Sale Price"	"Sale Start Date"	"Sale End Date"	"Max Aggregate Ship Quantity"	"Package Quantity"	"Number of Items"	"Offering Can Be Gift Messaged"	"Does the merchant provide giftwrap."	"Is Discontinued by Manufacturer"	"Product ID Override"	"Scheduled Delivery SKU List"	"Shipping Weight"	"Website Shipping Weight Unit Of Measure"	"Item Weight Unit Of Measure"	"Item Weight"	"Item Length Unit Of Measure"	"Item Length"	"Item Width"	"Item Height"	"Key Product Features1"	"Key Product Features2"	"Key Product Features3"	"Key Product Features4"	"Key Product Features5"	"Search Terms1"	"Search Terms2"	"Search Terms3"	"Search Terms4"	"Search Terms5"	"Platinum Keywords1"	"Platinum Keywords2"	"Platinum Keywords3"	"Platinum Keywords4"	"Platinum Keywords5"	"Main Image URL"	"Other Image URL1"	"Other Image URL2"	"Other Image URL3"	"Other Image URL4"	"Other Image URL5"	"Other Image URL6"	"Other Image URL7"	"Other Image URL8"	"Swatch Image URL"	"Fulfillment Center ID"	"Package Height"	"Package Width"	"Package Length"	"Package Length Unit Of Measure"	"Package Weight"	"Package Weight Unit Of Measure"	"Parentage"	"Parent SKU"	"Relationship Type"	"Variation Theme"	"CPSIA Cautionary Statement1"	"CPSIA Cautionary Statement2"	"CPSIA Cautionary Statement3"	"CPSIA Cautionary Statement4"	"CPSIA Cautionary Description"	"Closure Type"	"Belt Style"	"Bottom Style"	"Button Quantity"	"character"	"Chest Size"	"Chest Size Unit Of Measure"	"Band Size Numeric"	"Band Size Num Unit Of Measure"	"Collar Type"	"Colour"	"Colour Map"	"Control Type"	"Cuff Type"	"Cup Size"	"Department"	"Fabric Wash"	"Fit Type"	"Front Pleat Type"	"Inseam"	"Inseam Length Unit Of Measure"	"Is Stain Resistant"	"Rise Height"	"Rise Height Unit Of Measure"	"Leg Diameter"	"Leg Diameter Unit Of Measure"	"Leg Style"	"Fabric Type1"	"Fabric Type2"	"Fabric Type3"	"Import Designation"	"Country as Labeled"	"Fur Description"	"Opacity / Transparency"	"Neck Size"	"Neck Size Unit Of Measure"	"NeckStyle"	"Number of Pieces"	"Pattern Style"	"Pocket Description"	"Rise Style"	"Shoe Width"	"Size"	"Size Map"	"Special Size Type"	"SleeveLength"	"Sleeve Length Unit Of Measure"	"Sleeve Type"	"Additional Features"	"Strap Type"	"Style"	"theme"	"Toe Style"	"Top Style"	"Underwire Type"	"WaistSize"	"Waist Size Unit Of Measure"	"Water Resistance Level"	"laptop-capacity"	"wheel-type"	"Sport Type"
"1503ICT-1-5"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503ICT-1-6"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503ICT-1-7"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503ICT-1-8"						"nightgowns"		"update"	"29.99"		"usd"						"0"																																																																																																																									
"1503MMEL-1-10"						"nightgowns"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"1503MMEL-1-14"						"nightgowns"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"1503MMEL-1-6"						"nightgowns"		"update"	"29.99"		"usd"						"0"																																																																																																																									
"1503MMEL-1-7"						"nightgowns"		"update"	"29.99"		"usd"						"0"																																																																																																																									
"1503PUL-1-10"						"nightgowns"		"update"	"29.99"		"usd"						"0"																																																																																																																									
"1503PUL-1-7"						"nightgowns"		"update"	"29.99"		"usd"						"0"																																																																																																																									
"1503RPC-1-10"						"nightgowns"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"1503RPC-1-12"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503RPC-1-14"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503RPC-1-3"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503RPC-1-4"						"nightgowns"		"update"	"24.99"		"usd"						"2"																																																																																																																									
"1503RPC-1-5"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503RPC-1-6"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503RPC-1-7"						"nightgowns"		"update"	"24.99"		"usd"						"30"																																																																																																																									
"1503RPC-1-8"						"nightgowns"		"update"	"24.99"		"usd"						"18"																																																																																																																									
"1503SSF-1-12"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503SSF-1-6"						"nightgowns"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"1503SSF-1-7"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503SWP-1-12"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503SWP-1-14"						"nightgowns"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"1503SWP-1-4"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503SWP-1-5"						"nightgowns"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"1503SWP-1-6"						"nightgowns"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"1503SWP-1-7"						"nightgowns"		"update"	"24.99"		"usd"						"1"																																																																																																																									
"1503SWP-1-8"						"nightgowns"		"update"	"24.99"		"usd"						"10"																																																																																																																									
"17-8JBI-14BV"	"Super Mario Brothers 4 Piece Boys Cotton Pajama Set Sizes 4-10, Assorted, 8"			"Super Mario Brothers"		"pajama-sets"		"update"	"25.99"	"44.00"	"usd"						"0"																																																																							"Assorted"					"boys"																											"8"																		
"17-KEQF-15EM"						"pajama-sets"		"update"	"14.99"		"usd"						"10"																																																																																																																									
"17BM081JBSZA-L"						"novelty-one-piece-pajamas"		"update"	"29.99"		"usd"						"1"																																																																																																																									
"17BM081JBSZA-M"						"novelty-one-piece-pajamas"		"update"	"29.99"		"usd"						"0"																																																																																																																									
"17BM081JBSZA-S"						"novelty-one-piece-pajamas"		"update"	"29.99"		"usd"						"3"																																																																																																																									
"17BM081JBSZA-XL"						"novelty-one-piece-pajamas"		"update"	"29.99"		"usd"						"3"																																																																																																																									
"17CI000XDSZA-"						"nightgowns"		"update"	"14.99"		"usd"						"30"																																																																																																																									
"17FZ000JSLZA-L"						"pajama-sets"		"update"	"24.99"		"usd"						"18"																																																																																																																									
"17FZ000JSLZA-M"						"pajama-sets"		"update"	"24.99"		"usd"						"3"																																																																																																																									
"17FZ005"						"nightgowns"		"update"	"19.99"		"usd"						"18"																																																																																																																									
"17FZ005-FBA"	"Disney Women's Nightshirt Frozen"	"B00KS6MODC"	"asin"	"Briefly Stated"		"pajama-sets"		"update"		"40.00"	"usd"																										"Great character print"	"Comfortable fit"																								"amazon_na"							"parent"			"size"																					"girls"																																													
"17FZ005-FBA-OneSize"	"Disney Women's Nightshirt Frozen, Blue, One Size [Apparel]"	"B00KS6NFR6"	"asin"	"Briefly Stated"		"pajama-sets"		"update"	"22.99"	"40.00"	"usd"																										"Great character print"	"Comfortable fit"																								"amazon_na"							"child"	"17FZ005-FBA"	"variation"	"size"																"Blue"					"girls"																											"One Size"																		
"17FZ014JDLSD-B00XWE33KK"	"Disney Women's Frozen Olaf ""Hearts' Nightgown"	"B00XWE33KK"	"asin"	"Disney"	"By Disney character Loaf in this stunning juniors night shirt. Some pajamas are worth melting for. Stay snuggled with your favorite goofy snowman in our 3/4-sleeve night shirt. Made of 100% cotton for that comfortable fit. Get yours today."	"nightgowns"		"update"		"30.00"	"usd"						"0"																				"Authentic Disney product with reliable quality and durability"	"Featuring Olaf-frozen"	"100% Cotton"	"Machine Wash, Easy Care"		"night, gown, night-gown, sleepwear, pj, jummie, new, long, dress up"	"Gift, present, 2015, cozy"	"disney, frozen, olaf, womens, girls, juniors"	"nigtgown, nightie, payama, long sleeves"																								"parent"			"size"																					"womens"																																													
"17FZ014JDLSD-L"	"Disney Women's Frozen Olaf ""Hearts' Nightgown , L"	"B00XC0H5D0"	"asin"	"Disney"	"By Disney character Loaf in this stunning juniors night shirt. Some pajamas are worth melting for. Stay snuggled with your favorite goofy snowman in our 3/4-sleeve night shirt. Made of 100% cotton for that comfortable fit. Get yours today."	"nightgowns"		"update"	"16.99"	"30.00"	"usd"						"0"																				"Authentic Disney product with reliable quality and durability"	"Featuring Olaf-frozen"	"100% Cotton"	"Machine Wash, Easy Care"		"night, gown, night-gown, sleepwear, pj, jummie, new, long, dress up"	"Gift, present, 2015, cozy"	"disney, frozen, olaf, womens, girls, juniors"	"nigtgown, nightie, payama, long sleeves"																								"child"	"17FZ014JDLSD-B00XWE33KK"	"variation"	"size"																"Blue"					"womens"																											"L"																		
"17FZ014JDLSD-S"	"Disney Women's Frozen Olaf ""Hearts' Nightgown , S"	"638872475956"	"upc"	"Disney"	"By Disney character Loaf in this stunning juniors night shirt. Some pajamas are worth melting for. Stay snuggled with your favorite goofy snowman in our 3/4-sleeve night shirt. Made of 100% cotton for that comfortable fit. Get yours today."	"nightgowns"		"update"	"19.99"	"30.00"	"usd"						"30"																				"Authentic Disney product with reliable quality and durability"	"Featuring Olaf-frozen"	"100% Cotton"	"Machine Wash, Easy Care"		"night, gown, night-gown, sleepwear, pj, jummie, new, long, dress up"	"Gift, present, 2015, cozy"	"disney, frozen, olaf, womens, girls, juniors"	"nigtgown, nightie, payama, long sleeves"																								"child"	"17FZ014JDLSD-B00XWE33KK"	"variation"	"size"																"Blue"					"womens"																											"S"																		
"18141820-2T"	"Disney Kids Pajamas, Little Mermaid Girls Ariel Pajama Set Purple 2T-4T (2T)"	"795050650496"	"upc"	"Disney"	"Little girls can sleep in style with the brand new,c Disney Little Mermaid girls cotton pajama set. The soft, comfy cotton aqua colored pajama set for girls features short sleeves, a brightly colored Little Mermaid design and a cozy fit."	"pajama-sets"		"update"	"15.99"	"22.00"	"usd"						"0"																				"100% cotton"	"Machine Wash"	"Short sleeve shirt, long leg"	"Soft cozy fabric"	"By: Disney Sleepwear"	"Mermaid pajama"	"girls pajama"	"Toddler pajama"	"pajama size 2T, 3T, 4T"	"pijama pyjama sleepwear PJ"																								"DS-KDE4-R49I"	"variation"	"size"																"purple"					"baby-girls"																											"2T"																		
"18141820-3T"	"Disney Kids Pajamas, Little Mermaid Girls Ariel Pajama Set Purple 2T-4T (3T)"	"795050650502"	"upc"	"Disney"	"Little girls can sleep in style with the brand new,c Disney Little Mermaid girls cotton pajama set. The soft, comfy cotton aqua colored pajama set for girls features short sleeves, a brightly colored Little Mermaid design and a cozy fit."	"pajama-sets"		"update"	"14.99"	"22.00"	"usd"						"16"																				"100% cotton"	"Machine Wash"	"Short sleeve shirt, long leg"	"Soft cozy fabric"	"By: Disney Sleepwear"	"Mermaid pajama"	"girls pajama"	"Toddler pajama"	"pajama size 2T, 3T, 4T"	"pijama pyjama sleepwear PJ"																								"DS-KDE4-R49I"	"variation"	"size"																"purple"					"baby-girls"																											"3T"																		
"18418202"	"Disney Fairies- Tinker Bell Little Girls' Short Sleeve Cotton Pajama Set, Toddler Sizes 2T-4T"	"B00387FF98"	"asin"	"Disney"		"infant-and-toddler-pajama-sets"		"update"		"22.00"	"usd"						"0"																				"100% Cotton"	"Authentic Disney Frozen product with reliable quality and durability"	"Featuring Sweet and Sassy Fairy Tinkerbell"	"Snag fit"	"Machine wash, easy care"	"pajama pj cotton tinky fary"	"summer, spring"																										"parent"			"size"																					"baby-girls"																																													
"18418202-2T"	"Disney Fairies- Tinker Bell Little Girls' Short sleeve Cotton Pajama Set, Toddler Size 2T"	"B00387FF6G"	"asin"	"Disney"		"infant-and-toddler-pajama-sets"		"update"	"14.99"	"22.00"	"usd"						"3"																				"100% Cotton"	"Authentic Disney Frozen product with reliable quality and durability"	"Featuring Sweet and Sassy Fairy Tinkerbell"	"Snag fit"	"Machine wash, easy care"	"pajama pj cotton tinky fary"	"summer, spring"																										"child"	"18418202"	"variation"	"size"																"Blue"					"baby-girls"																											"2T"																		
"18418202-3T"	"Disney Fairies- Tinker Bell Little Girls' Short sleeve Cotton Pajama Set, Toddler Size 3T"	"B00387FF7A"	"asin"	"Disney"		"infant-and-toddler-pajama-sets"		"update"	"14.99"	"22.00"	"usd"						"7"																				"100% Cotton"	"Authentic Disney Frozen product with reliable quality and durability"	"Featuring Sweet and Sassy Fairy Tinkerbell"	"Snag fit"	"Machine wash, easy care"	"pajama pj cotton tinky fary"	"summer, spring"																										"child"	"18418202"	"variation"	"size"																"Blue"					"baby-girls"																											"3T"																		
"18418202-4T"	"Disney Fairies- Tinker Bell Little Girls' Short sleeve Cotton Pajama Set, Toddler Size 4T"	"B00387FF84"	"asin"	"Disney"		"infant-and-toddler-pajama-sets"		"update"	"14.99"	"22.00"	"usd"						"5"																				"100% Cotton"	"Authentic Disney Frozen product with reliable quality and durability"	"Featuring Sweet and Sassy Fairy Tinkerbell"	"Snag fit"	"Machine wash, easy care"	"pajama pj cotton tinky fary"	"summer, spring"																										"child"	"18418202"	"variation"	"size"																"Blue"					"baby-girls"																											"4T"																		
"1DZ7860-WM-Hoodie-4T"						"novelty-hoodies"		"update"	"32.99"		"usd"						"0"																																																																																																																									
"1DZ7860-WM-Hoodie-5T"						"novelty-hoodies"		"update"	"32.99"		"usd"						"0"																																																																																																																									
"1H-96RH-NXWR"						"pajama-sets"		"update"	"14.99"		"usd"						"0"																																																																																																																									
"1V-1LDX-UE03"	"Disney Boy's Finding Nemo 3-Piece Pajama Set, Toddler Size 4T"	"B009ENJ7IA"	"asin"	"AME Sleepwear"	"Beautiful 3 piece pajama featuring Nemo and Squirt. Perfect all year round including colorful shirt, both shorts and long pants."	"pajama-sets"		"update"	"24.99"	"34.00"	"usd"						"0"																				"6 Piece pajama, short sleeve, long leg, shorts"	"By: Disney Sleepwear"	"Flame resistant garment"	"Machine Washable; Easy Care"	"Soft & comfortable"	"Nemo pajama"	"Boys toddler pajama"	"disney pajama"	"pajama 2T, 3T, 4T"	"sleepwear, PJ"																							"child"	"21FN007ZSFPZA"	"variation"	"size"																"Blue"					"boys"																											"4T"																		
"1Z-SQT7-DZS6"						"pajama-sets"		"update"	"19.99"		"usd"						"0"																																																																																																																									
"2121FZ057G"	"Frozen Girl's Cozy Plush Bathrobe Featuring Anna and Elsa, Sizes 4-8"			"Disney Frozen"		"bathrobes"		"update"		"40.00"	"usd"						"0"																				"Authentic Disney Frozen product with reliable quality and durability"	"Soft And Cozy"	"Very Comfortable"	"Machine wash, Easy Care"		"anna, elsa, frozen, story, princess, olaf"	"robe bath bathrobe"	"present git pink kids"	"long sleeve"																								"parent"			"size"																					"girls"																																													
"215065BZ"	"The Amazing Spiderman Boys 3 piece Cotton Pajama Set Sizes, 6-10"	"B00XXAXJAW"	"asin"	"Marvel"	"Get your little crime fighter into bed with this detailed graphic of the Amazing Spider Man 3 piece pajama set. He will web himself right into bed just like Spider Man!"	"pajama-sets"		"update"		"34.00"	"usd"						"5"																				"Authentic Marvel product with reliable quality and durability"	"Featuring The Amazing Spider-Man 2"	"100% Cotton"	"Machine Wash, Easy Care"		"spider-man, marvel, dc comics, boys pajama"	"amazing spiderman, 3 piece pajama, cotton pajama"																										"parent"			"size"																					"boys"																																													
"215065BZ-10"	"The Amazing Spiderman Boys 3 piece Cotton Pajama Set , Size 10 [Apparel]"	"886166819430"	"upc"	"Marvel"	"Get your little crime fighter into bed with this detailed graphic Amazing Spider Man 3 piece pajama set. He will web himself right into be just like Spider Man!"	"pajama-sets"		"update"	"19.99"	"34.00"	"usd"						"0"																				"Authentic Marvel product with reliable quality and durability"	"Featuring The Amazing Spider-Man 2"	"100% Cotton"	"Machine Wash, Easy Care"		"spider-man, marvel, dc comics, boys pajama"	"amazing spiderman, 3 piece pajama, cotton pajama"																										"child"	"215065BZ"	"variation"	"size"																"Red/black"	"Red"				"boys"																											"10"																		
"215065BZ-12"	"The Amazing Spiderman Boys 3 piece Cotton Pajama Set , Size 12 [Apparel]"	"886166819447"	"upc"	"Marvel"		"pajama-sets"		"update"	"19.99"	"34.00"	"usd"						"0"																				"Authentic Marvel product with reliable quality and durability"	"Featuring The Amazing Spider-Man 2"	"100% Cotton"	"Machine Wash, Easy Care"		"spider-man, marvel, dc comics, boys pajama"	"amazing spiderman, 3 piece pajama, cotton pajama"																										"child"	"215065BZ"	"variation"	"size"																"Red/black"					"boys"																											"12"																		
"215065BZ-6"	"The Amazing Spiderman Boys 3 piece Cotton Pajama Set , Size 6 [Apparel]"	"886166819416"	"upc"	"Marvel"	"Get your little crime fighter into bed with this detailed graphic Amazing Spider Man 3 piece pajama set. He will web himself right into be just like Spider Man!"	"pajama-sets"		"update"	"17.99"	"34.00"	"usd"						"0"																				"Authentic Marvel product with reliable quality and durability"	"Featuring The Amazing Spider-Man 2"	"100% Cotton"	"Machine Wash, Easy Care"		"spider-man, marvel, dc comics, boys pajama"	"amazing spiderman, 3 piece pajama, cotton pajama"																										"child"	"215065BZ"	"variation"	"size"																"Red/black"	"Red"				"boys"																											"6"																		
"215065BZ-8"	"The Amazing Spiderman Boys 3 piece Cotton Pajama Set , Size 8 [Apparel]"	"886166819423"	"upc"	"Marvel"	"Get your little crime fighter into bed with this detailed graphic Amazing Spider Man 3 piece pajama set. He will web himself right into be just like Spider Man!"	"pajama-sets"		"update"	"19.99"	"34.00"	"usd"						"0"																				"Authentic Marvel product with reliable quality and durability"	"Featuring The Amazing Spider-Man 2"	"100% Cotton"	"Machine Wash, Easy Care"		"spider-man, marvel, dc comics, boys pajama"	"amazing spiderman, 3 piece pajama, cotton pajama"																										"child"	"215065BZ"	"variation"	"size"																"Red/black"	"Red"				"boys"																											"8"																		
"21A2027BSSZA"	"Marvel Avengers Assemble 2-Piece Pajama Set Boys 4-10"			"Marvel"	"Avengers 2 piece Pajama set featuring collection of comic book book heroes"	"pajama-sets"		"update"									"0"																																																				"parent"			"size"																"Red"					"boys"																																													
"21A2027BSSZA_10"	"Marvel Avengers Assemble 2-Piece Pajama Set Boys, size 10"	"886166688234"	"upc"	"Marvel"	"Avengers 2 piece Pajama set featuring collection of comic book book heroes"	"pajama-sets"		"update"	"18.99"		"usd"						"0"																																																				"child"	"21A2027BSSZA"	"variation"	"size"																"Red"					"boys"																											"10"																		
"21A2027BSSZA_4"	"Marvel Avengers Assemble 2-Piece Pajama Set Boys, size 4"	"886166688203"	"upc"	"Marvel"	"Avengers 2 piece Pajama set featuring collection of comic book book heroes"	"pajama-sets"		"update"	"16.99"		"usd"						"0"																																																				"child"	"21A2027BSSZA"	"variation"	"size"																"Red"					"boys"																											"4"																		
"21A2027BSSZA_6"	"Marvel Avengers Assemble 2-Piece Pajama Set Boys, size 6"	"886166688210"	"upc"	"Marvel"	"Avengers 2 piece Pajama set featuring collection of comic book book heroes"	"pajama-sets"		"update"	"16.00"		"usd"						"0"																																																				"child"	"21A2027BSSZA"	"variation"	"size"																"Red"					"boys"																											"6"																		
"21A2027BSSZA_8"	"Marvel Avengers Assemble 2-Piece Pajama Set Boys, size 8"	"886166688227"	"upc"	"Marvel"	"Avengers 2 piece Pajama set featuring collection of comic book book heroes"	"pajama-sets"		"update"	"16.99"		"usd"						"0"																																																				"child"	"21A2027BSSZA"	"variation"	"size"																"Red"					"boys"																											"8"																		
"21A2028"						"pajama-sets"		"update"	"14.49"		"usd"						"12"																																																																																																																									
